Player,TEAM,AGE,GP,MIN,FGA,FTA,FGM3,FGA3,PTS,BLK,STL,AST,TOV,REB.Chances,Opp.FGA.at.Rim,Opp.FGPer.at.Rim,RAFGA,Passes.Made.per.Game,Touches.per.Game,AO,SecondAST,FTAst,AST.PTS.Created,Drive.PTS,Catch.Shoot.PTS,Pull.Up.PTS,Paint.Touch.PTS,Post.Touch.PTS,Elbow.Touch.PTS
Kris Humphries,PHX,31,31,17.1,6,1.3,0.8,2.5,6.7,0.5,0.2,0.7,0.7,9,3.6,58,1.6,24.4,32.6,1.6,0.3,0,1.5,0.3,3.4,0.3,0.6,0.6,0.1
Kristaps Porzingis,NYK,20,57,28.1,12,3,1.1,3.3,13.9,1.9,0.8,1.2,1.7,13.3,7,47.1,3.2,40.5,57.4,2.5,0.4,0.2,3.1,0.9,5,1.4,1.9,2.2,1.3
Kyle Anderson,SAS,22,52,14,3.4,1.1,0.1,0.4,4.1,0.4,0.5,1.4,0.7,3.9,1.1,44.8,0.9,19.4,25,2.4,0.4,0.2,3.3,0.9,0.4,1.4,0.2,0.2,0.1
Kyle Korver,ATL,34,56,30.4,7.9,0.8,1.9,5,9.4,0.4,0.9,2.2,1.4,7.3,3.1,58,0.5,24.9,35,3.6,0.7,0.1,5,0.1,5.9,2.3,0.3,0.3,0.3
Kyle Lowry,TOR,29,55,36.8,15.5,5.8,2.7,7,21,0.5,2.1,6.4,2.9,9.9,2.5,68.1,4.7,66,91.2,11.6,1.1,0.6,15.2,5.4,5.4,4.8,0.1,0.1,0.2
Kyle O'Quinn,NYK,25,46,11,3.8,0.9,0,0.3,4.3,0.7,0.4,1.1,1,6.5,3.6,47,1.5,20.2,26.1,2.1,0.2,0.2,2.5,0.1,0.8,0.4,1.2,1.3,0.5
Kyle Singler,OKC,27,45,13,2.9,0.7,0.4,1.4,3.1,0.1,0.5,0.3,0.5,3.5,1.5,64.2,0.8,8.6,12.8,0.7,0.1,0.1,0.7,0.3,1.5,0.2,0.1,0,0
Kyrie Irving,CLE,23,29,29.4,15.9,3.3,1.3,4.2,18.8,0.2,1,4.3,1.9,5,1.6,48.9,4.7,48,69.9,8,1.4,0.3,10.6,6.5,1.7,7.2,0.3,0.2,0.4
LaMarcus Aldridge,SAS,30,52,29.8,13.6,3.8,0,0.3,16.9,1,0.3,1.4,1.3,13.3,5.8,50.3,4.8,36.7,54.5,2.9,0.6,0.1,3.6,0.4,3.7,1.9,4.4,5,1.5
Lamar Patterson,ATL,24,35,11.3,2.3,0.6,0.3,1.4,2.4,0.1,0.3,1.1,0.7,3.1,1.1,54.1,0.6,12.6,16.5,1.9,0.1,0.1,2.6,0.4,0.9,0.2,0.3,0.3,0
Lance Stephenson,MEM,25,44,16,4,0.8,0.4,1.1,5,0.1,0.6,1.4,1.1,4.4,0.9,59,1.6,12.2,18.4,2.6,0.2,0.2,3.3,1.4,1,1.1,0.3,0.3,0.1
Lance Thomas,NYK,27,53,21.6,6.5,2,0.7,1.8,8.4,0.1,0.4,0.8,1,4.6,1.2,50,1.9,23,32.3,2.2,0.2,0.1,1.9,1.3,2.6,1.3,1,1.3,0.5
Langston Galloway,NYK,24,58,25.1,7,1.3,1,2.7,7.9,0.2,0.8,2.3,0.6,6.1,1.5,51.2,2,37.1,47,4.9,0.7,0.4,5.6,1,3.1,1.2,0.2,0.5,0.2
Larry Nance Jr.,LAL,23,43,19.8,4.7,0.7,0,0.1,5.7,0.3,0.8,0.7,0.7,9.6,2.5,60.4,2.4,29.1,35.5,1.6,0.2,0.1,1.6,0.4,1.3,0.2,1.1,1.5,0.7
Lavoy Allen,IND,27,55,21.4,5.1,0.8,0,0,5.6,0.5,0.4,1,0.9,11.8,3.9,49.1,2.5,27.8,35.2,2.1,0.4,0.2,2.4,0.1,1.3,0.1,1.7,1.9,0.4
LeBron James,CLE,31,54,35.9,18.9,6.6,1,3.8,24.8,0.7,1.4,6.6,3.1,9.8,2.1,53.1,8.8,48.8,76.9,13.2,1.2,0.6,16.7,7.1,1.6,4.3,2.4,2.7,0.9
Leandro Barbosa,GSW,33,42,14.9,5.6,1,0.6,1.6,6.4,0.1,0.8,1.4,0.8,2.5,0.5,52.6,2.5,16.2,23.6,2.5,0.5,0.3,3.3,1.3,1.8,0.9,0.1,0.2,0.7
Lorenzo Brown,PHX,25,8,7.6,3.1,0.5,0.1,1,2.5,0.1,0.4,1.4,1.1,2.1,0.6,80,0.8,17.1,21.8,2.3,0.3,0,3.1,0.5,0.4,0.8,0,0.3,0
Lou Amundson,NYK,33,22,7.4,2,1,0,0,2.2,0.2,0.2,0.4,0.4,3.9,1.4,32.3,1.3,10,12.8,0.7,0,0.1,1,0.2,0.2,0,0.8,0.9,0.2
Lou Williams,LAL,29,55,29.8,10.7,6.4,1.6,4.7,15.4,0.3,1,2.6,1.7,4.6,1.6,62.1,2.3,27.1,44.1,5.4,0.4,0.2,5.9,2.7,2.7,4.3,0.2,0.2,0.3
Luc Mbah a Moute,LAC,29,54,16.4,2.7,0.8,0.2,0.6,2.9,0.3,0.5,0.4,0.5,4.4,1.5,50,1.9,10.9,14.7,0.8,0.2,0.1,0.9,0.3,0.8,0.1,0.7,0.8,0.1
Lucas Nogueira,TOR,23,19,7.2,1.6,0.5,0.1,0.1,2.5,0.3,0.5,0.2,0.3,3.4,2.7,43.1,1.4,6.7,8.7,0.5,0.2,0,0.4,0,0.2,0,1.8,1.8,0.1
Luis Montero,POR,22,7,3.3,1.9,0.3,0.1,0.7,1.9,0,0,0.1,0.3,0.3,0.1,100,0.6,3.7,6.1,0.1,0.1,0,0.3,0.6,0.3,0.7,0,0,0
Luis Scola,TOR,35,55,22.6,8.4,1.2,0.7,1.9,9.1,0.4,0.7,0.9,0.9,10.2,3.3,55.7,3,31.9,43.1,1.9,0.5,0.2,2.3,0.8,3,0.6,1.3,1.5,0.6
Luke Babbitt,NOP,26,25,13.1,3.4,0.5,0.8,2.2,3.7,0.1,0.1,0.4,0.2,3.7,1.6,59,0.6,14.2,18.7,1.1,0.2,0,1,0.8,2.3,0.2,0,0,0.2
Luol Deng,MIA,30,49,31.6,9.4,2.5,1.2,3.3,11.3,0.3,0.9,1.5,0.9,10.3,3.7,57.2,3.2,34.3,46.6,2.9,0.4,0.2,3.6,1.6,3.8,1,1.2,1.4,0.4
Manu Ginobili,SAS,38,43,19.7,7.9,2.1,1.2,3.1,10,0.2,1.1,3.3,1.7,5.4,1.1,57.1,2.8,28.6,41,5.7,0.9,0.4,7.7,2.7,3.1,1.7,0.6,0.5,0.3
Marc Gasol,MEM,31,52,34.4,13.6,4.7,0,0.1,16.6,1.3,1,3.8,2.3,12.4,7,45.7,3.1,47.8,68.2,8.2,0.7,0.5,9,0.2,4.7,1,3.4,5.3,3.2
Marcelo Huertas,LAL,32,30,11.4,2.8,0.2,0.3,1,2.7,0.1,0.5,2.4,1.1,2.3,0.5,64.3,0.7,19.5,24,4.5,0.3,0.3,5.8,0.8,0.6,0.8,0.2,0.2,0
Marcin Gortat,WAS,32,49,31.1,10.7,2.9,0,0,13.9,1.4,0.7,1.5,1.8,18,8.7,50,5.9,35.1,49.3,3,0.5,0,3.5,0.1,1.5,0.2,7.9,7.7,1.3
Marco Belinelli,SAC,29,53,26,9.8,2.3,1.4,4.7,10.9,0,0.6,1.9,1.3,3.4,1.2,62.9,0.8,22.1,35,3.6,0.6,0.2,4.8,0.3,6.1,1.7,0.5,0.6,1.7
Marcus Morris,DET,26,56,36.2,11.8,3.4,1,3.4,13.5,0.3,0.8,2.5,1.7,9.3,2.3,60.3,2.2,38.7,55.3,4.6,0.4,0.3,6,2,3.1,4.2,0.5,0.9,0.4
Marcus Smart,BOS,21,37,27.2,9.1,3,1.2,4.2,10,0.3,1.8,3.1,1.3,6.9,1.6,56.7,2.9,32.9,46.1,6.2,0.9,0.5,7.4,2,2.4,2.1,0.8,0.9,0.2
Marcus Thornton,HOU,28,47,18.8,9.3,1.2,1.6,4.6,10,0.1,0.7,1.4,0.9,4.7,1,64.4,2.3,16.6,28.1,2.6,0.3,0.3,3.5,1.1,3.9,2.4,0.3,0.3,0.7
Mario Chalmers,MEM,29,52,22.1,7.1,4,0.8,2.4,10,0.2,1.3,3.7,1.8,4.1,0.9,69.4,2.7,40.5,54,7,0.8,0.3,8.6,3.6,1.9,1.5,0.3,0.2,0.1
Mario Hezonja,ORL,20,52,15,4.4,0.7,0.7,2.1,5.2,0.2,0.3,1.1,1.1,3.7,1.3,67.2,1.1,14.6,21,2.4,0.3,0.1,2.4,0.5,2,0.9,0,0,0.3
Markel Brown,BKN,24,38,11.9,3.4,1.2,0.5,1.6,3.8,0.1,0.4,1,0.6,2.9,1,52.6,0.9,11.8,17.2,2.1,0.3,0.1,2.2,0.6,1.4,0.7,0.1,0.1,0.3
Markieff Morris,WAS,26,40,24.5,11.4,2.4,0.6,2.1,11.2,0.5,0.9,2.3,2.3,9.1,2.8,54,3.7,31.7,46.8,4.4,0.3,0.3,5.5,1.2,2.7,2.1,1.2,1.9,1.4
Marreese Speights,GSW,28,46,11,6.2,1.6,0.2,0.5,6.2,0.3,0.2,0.7,1,6.2,3.1,51.8,2.1,15.7,24.1,1.4,0.2,0.1,1.7,0.4,2.3,0.4,0.8,1,0.8
Marvin Williams,CHA,29,55,29.1,8.6,1.6,1.7,4.4,10.6,1,0.6,1.4,0.7,11.3,4.7,44.8,1.9,45.6,56.1,2.9,0.4,0.2,3.5,0.8,5.7,0.5,0.7,0.9,0.5
Mason Plumlee,POR,25,57,25.5,6.5,3.8,0,0,9,1,0.8,2.7,1.9,16.7,7.8,53.7,4.8,31.5,43.3,5.6,0.4,0.2,6.7,0.6,0.2,0.4,2.7,2.7,1.1
Matt Barnes,MEM,35,51,26.5,7.7,1.4,1.4,4.3,8.7,0.8,1.1,1.8,1.3,9.2,2.1,55.1,2.4,33.9,44.7,3.3,0.4,0.1,3.8,0.5,4.3,0.4,0.8,0.8,0.3
Matt Bonner,SAS,35,20,5.7,1.6,0.2,0.5,0.9,2.3,0,0.3,0.3,0.1,1.9,1,36.8,0.2,7.6,9.7,0.7,0.1,0,0.8,0.3,1.7,0.2,0,0,0.4
Matthew Dellavedova,CLE,25,49,26.3,7,0.9,1.3,3.1,8,0.1,0.7,4.8,1.6,4.6,1.6,50,0.8,47.6,58.8,8.3,1.2,0.6,11.3,1.3,3.3,2.3,0.2,0.2,0
Maurice Harkless,POR,22,55,17.5,4.6,1.3,0.5,1.6,5.6,0.4,0.6,0.9,0.8,5.8,1.9,43.9,2.7,16.3,22.9,1.9,0.3,0,2.1,1,1.4,0.1,0.7,1,0.1
Metta World Peace,LAL,36,20,17.4,5.2,1.3,0.9,2.6,4.8,0.5,0.6,0.9,0.4,5.4,1.5,60,1.5,14.6,21.5,1.7,0.2,0.1,2,0.8,2.4,0.8,0.4,0.4,0.1
Meyers Leonard,POR,23,50,22.2,7.3,0.7,1.3,3.8,8.4,0.3,0.1,1.5,1.3,8.4,4,54,0.9,30.2,40,3.2,0.3,0.1,3.7,0.2,5.3,1,0.7,0.8,0.6
Michael Carter-Williams,MIL,24,52,30.6,10.2,3,0.3,1,11.6,0.7,1.5,5.3,2.8,10.1,2.5,54.5,4.6,56,73.4,10,1.4,0.5,12.1,4.9,0.9,2,1.4,1.3,0.3
Michael Kidd-Gilchrist,CHA,22,7,29.2,8.7,4.1,0.4,1,12.7,0.4,0.4,1.3,1.1,12.1,5,71.4,5.3,22,34.3,3.6,0.4,0,3.4,3,1.9,0.6,0.6,0.9,0.6
Mike Conley,MEM,28,49,31.7,12.4,4,1.4,3.9,14.9,0.3,1.2,6.1,1.5,5.5,2,59.8,3.5,62.9,81.7,10.9,1.5,0.5,13.6,4.5,2.6,4.5,0.6,0.5,0.5
Mike Dunleavy,CHI,35,6,17.7,5.7,1.5,1.2,2.2,7,0.2,0.2,1,0.7,4.8,0.8,80,1.8,17.8,25,2,0.3,0,2.5,0.7,3.5,0.3,0.3,1,0
Mike Miller,DEN,36,39,8.2,1.2,0,0.4,1,1.2,0.1,0.3,0.9,0.4,2.3,0.9,52.8,0.1,11.7,13.8,1.6,0.2,0.1,2.1,0.1,0.8,0.3,0,0,0.1
Mike Muscala,ATL,24,43,10.8,2.7,0.7,0.2,0.8,3.6,0.4,0.2,0.6,0.6,5.2,3.9,56,1.1,16.9,20.6,1.4,0.2,0.1,1.5,0.2,1.3,0,0.9,1,0.2
Mike Scott,ATL,27,52,14.9,5.2,0.8,0.8,2.1,6.5,0.2,0.3,1,0.6,5.8,1.6,53.7,1.7,18.1,24.8,1.6,0.2,0.1,2.3,0.4,3,0.2,1.2,1.4,0.3
Miles Plumlee,MIL,27,36,10.4,2.5,0.5,0,0,3.5,0.8,0.3,0.2,0.5,6.1,3.3,50,2.1,11,14.9,0.9,0.2,0,0.5,0,0.1,0.1,2.4,2.5,0
Mirza Teletovic,PHX,30,55,18.8,8.2,1.6,2.1,5.2,10.4,0.3,0.3,1,0.9,6.8,3.7,53.7,1.3,25.2,36,2.1,0.3,0.1,2.6,1,6.2,0.7,0.7,0.8,0.4
Mitch McGary,OKC,23,16,3.9,1.1,0.6,0,0.2,1.3,0.1,0.1,0.2,0.4,2.2,1.1,58.8,0.7,5.3,7.4,0.5,0.1,0,0.4,0,0,0.1,0.4,0.3,0.2
Mo Williams,CLE,33,34,20.2,8.1,1.2,0.9,2.6,9.1,0.1,0.3,2.7,1.6,3.2,0.9,58.6,0.7,35.6,48,5.1,0.6,0.4,6.2,0.7,2.3,4.5,0.1,0.1,0.1
Monta Ellis,IND,30,56,34,12.9,2.4,1.1,3.5,14.1,0.5,1.8,4.8,2.7,5.7,1.4,50,3.4,47.1,66,10,1.2,0.6,11.5,3.6,2.4,4.6,0.4,0.4,0.3
Montrezl Harrell,HOU,22,29,10,2.2,1.4,0,0,3.6,0.2,0.3,0.3,0.4,3.8,1.4,48.8,1.6,8.7,12.1,0.6,0.1,0,0.9,0,0.1,0,0.9,1.4,0.3
Myles Turner,IND,19,34,21.3,8.2,2.2,0,0.1,10.4,1.6,0.3,0.5,0.9,10.7,8,51.1,2.9,22.3,33.6,1,0.3,0.1,1.4,0.2,2.8,0.9,3.4,4.4,0.6
Nate Robinson,NOP,31,2,11.6,0.5,0,0,0.5,0,0,0.5,2,0,1,1.5,66.7,0,22,23.5,5,0,0.5,4.5,0,0,0,0,0,0
Nemanja Bjelica,MIN,27,46,17.9,3.7,0.8,0.7,2.1,4.5,0.3,0.4,1.3,0.7,7,3.6,58.2,1.2,31.5,37,2.5,0.3,0.1,3.1,0.5,1.8,0.5,0.6,0.6,0
Nene,WAS,33,32,18.7,6.5,2.8,0,0,8.7,0.4,0.9,1.5,1.2,8.6,4.7,47.7,3.7,22.2,32.2,2.8,0.2,0.3,3.4,0.7,0.8,0.3,2.7,3.3,1
Nerlens Noel,PHI,21,49,29.3,8.4,3.3,0,0,11,1.6,1.7,1.7,2.4,15.5,7.6,47.7,5.4,40.2,53.8,3.4,0.3,0.1,3.9,1,0.7,0.3,4.1,4.4,0.7
Nick Collison,OKC,35,46,12.1,1.9,0.6,0,0,2.2,0.3,0.3,0.7,0.7,6,1.9,42.7,1.3,12.2,15.9,1.7,0.1,0.1,1.6,0.3,0.3,0.1,0.5,0.6,0.3
Nick Young,LAL,30,47,18.9,7,1.3,1.5,4.4,7.4,0.1,0.4,0.6,0.6,3.4,1.5,58.6,0.3,12,20.7,1.2,0.2,0.1,1.4,0.3,2.9,3.1,0.1,0.1,0.2
Nicolas Batum,CHA,27,46,35.4,12.3,3,2.1,5.9,14.8,0.6,0.9,5.5,3.2,9.8,3,52.2,2,49.6,68.8,10.7,1,0.6,13.5,1,5.1,4.3,0.5,0.4,0.8
Nik Stauskas,PHI,22,50,24,6.9,1.2,1.5,4.3,7.6,0.3,0.6,1.8,1.2,4,2,45.5,1.7,26.4,36,3.9,0.3,0.3,4.1,1.5,3.4,1.5,0.1,0.2,0.1
Nikola Jokic,DEN,21,55,19.9,7.1,2.3,0.3,0.8,9.6,0.5,1,1.9,1.3,12.8,5.4,50,4.2,29.1,39.5,3.6,0.3,0.1,4.5,0.2,1.4,0.2,3.3,3.4,0.7
Nikola Mirotic,CHI,25,44,24,8.8,2.7,1.7,4.8,10.6,0.7,0.9,1.4,1.5,9.7,3.9,48,2.3,31.1,43.4,2.5,0.5,0,3.3,0.7,5.1,0.6,1.2,1.6,0.1
Nikola Pekovic,MIN,30,12,13,4.2,1.7,0,0,4.5,0,0.1,0.9,0.8,5.4,3.3,65,2.2,7.1,12.8,1.5,0.2,0.1,2.2,0,0,0.2,2.8,2.9,0.3
Nikola Vucevic,ORL,25,52,32.2,15.9,2.1,0,0.1,17.5,1.1,0.8,2.9,1.9,15.5,7.7,51.4,4.8,41.1,61,6.4,0.4,0.3,7.4,1.8,4.6,1.4,3.5,4.8,1.5
Noah Vonleh,POR,20,53,16.1,3.6,0.6,0.1,0.5,3.7,0.3,0.4,0.5,0.6,8.8,2.5,44.4,2,18.8,23.5,1.2,0.1,0.1,1.2,0.4,0.8,0.1,0.5,0.7,0.1
Norman Powell,TOR,22,25,6.3,2.1,0.2,0,0.5,1.3,0,0.4,0.3,0.3,1.9,0.7,52.9,1,5.2,8.3,0.6,0.1,0,0.8,0.4,0.1,0.4,0,0,0
Norris Cole,NOP,27,39,25.7,10.4,1.3,0.7,2.2,9.9,0.1,0.7,3.3,1.6,5.2,0.9,63.9,2.5,39.5,54.2,6.8,0.5,0.3,7.3,2.4,2.2,4.1,0.1,0.1,0.2
O.J. Mayo,MIL,28,34,26.9,8.6,1.2,1.3,4.1,8.6,0.2,1.2,3.2,1.6,5.4,1.6,60,1.6,32.5,44.5,5.1,0.6,0.4,7.2,0.8,3.8,2.1,0.1,0.2,0.3
Omer Asik,NOP,29,48,17.3,2.6,1.5,0,0,3.8,0.4,0.3,0.3,0.9,11.3,4.7,50,2.5,22.8,27.5,0.8,0.1,0,0.8,0,0,0,2,1.9,0.3
Omri Casspi,SAC,27,49,29.2,9.2,2.1,1.9,4.4,12.2,0.2,0.8,1.4,1.4,11.6,3.2,60,3.4,38.3,51.1,2.8,0.6,0.1,3.2,2.3,4.1,1.5,1.2,1.4,0.3
Orlando Johnson,PHX,26,2,23.7,8.5,3,0.5,2.5,8,1.5,1,0,0.5,9,2,50,4.5,21,33,4,1,0,0,0,1.5,0,1.5,1.5,0
Otto Porter,WAS,22,48,31,10,1.9,1.2,3.7,11.9,0.4,1.6,1.8,1,10.4,2.5,53.4,2.7,28.1,41,3.2,0.5,0.2,4.1,1.2,5.3,1.4,1,1.1,0.4
PJ Hairston,MEM,23,50,19.2,5.7,0.8,1.1,3.5,5.8,0.1,0.5,0.6,0.5,4.1,1.5,47.9,1.2,12.4,19.3,1.3,0.2,0.1,1.5,1,3.1,0.6,0.1,0.1,0.1
PJ Tucker,PHX,30,57,30,6.4,1.4,0.8,2.4,6.9,0.3,1.3,1.9,1.3,10.8,2.3,50,2.6,29.8,39.3,3.7,0.5,0.2,4.4,0.6,2.7,0.3,0.6,0.9,0.1
Pablo Prigioni,LAC,38,35,13.7,2.1,0.1,0.4,1.3,2.2,0,1,2.1,0.9,4,0.9,70,0.5,25.6,30,4.3,0.7,0.1,5,0.4,0.7,0.8,0,0,0
Pat Connaughton,POR,23,22,2.9,1,0.1,0.1,0.5,0.5,0,0.1,0.1,0.3,1,0,0,0.4,2.7,4.3,0.2,0,0,0.3,0,0.2,0.1,0.1,0.1,0
Patrick Beverley,HOU,27,46,26.9,7.9,1.3,1.7,4.1,9.2,0.3,1.2,2.8,1.2,5.9,1.5,60.6,2.1,40.5,52,5.6,0.9,0.3,6.8,2.1,3.8,2.1,0.2,0.2,0.1
Patrick Patterson,TOR,26,55,24.6,6,0.3,1.4,3.9,6.4,0.3,0.7,1.1,0.8,7.4,3.1,50,0.8,33.9,41.5,2.1,0.5,0.1,2.8,0.8,4,0.8,0.2,0.3,0
Patty Mills,SAS,27,56,20.5,7.6,0.6,1.6,3.9,8.7,0.1,0.8,2.7,0.9,3.1,0.8,73.3,1.2,37.3,47.5,4.3,0.9,0.1,6,0.5,4,2.8,0.4,0.5,0.1
Pau Gasol,CHI,35,52,32,14.2,4,0.3,0.8,17.1,2,0.6,3.5,2,19.2,10.6,45,4.3,52.8,73.1,6.7,0.7,0.5,8.3,1.4,6.3,0.9,2.5,2.6,2.5
Paul George,IND,25,56,35.5,18,6.8,2.8,7.2,23.4,0.3,1.8,4.1,3.6,13,3,51.2,3.5,40.7,68.5,7.6,0.8,0.4,9.3,3.1,5.9,6.9,1.3,1.1,1
Paul Millsap,ATL,31,57,32.6,13.2,5.5,0.9,2.8,17.7,1.4,1.8,3.3,2.4,17.8,8,50.4,5.8,46.1,66.2,6.6,0.8,0.2,7.9,2.9,3.8,0.9,3.5,3.8,1.5
Paul Pierce,LAC,38,51,17.8,5.7,0.9,1.1,3.6,5.8,0.2,0.4,1.1,0.8,5.2,2.4,49.2,0.5,18.9,26.9,1.8,0.2,0.1,2.4,0.5,3.5,1,0.1,0.1,0.2
Phil Pressey,PHX,25,16,14.2,4.3,1.4,0.3,1.1,4.1,0.3,0.8,3.9,1.6,2.3,0.8,75,2.1,28.5,36,7.1,0.8,0.4,9.6,2.3,0.4,0.8,0,0,0
Quincy Acy,SAC,25,32,11.3,2.4,0.8,0.2,0.4,3.4,0.4,0.3,0.3,0.3,6.3,2.4,47.9,1.7,9.5,12.9,0.7,0.2,0.1,0.7,0.1,0.7,0,0.9,1.1,0.1
RJ Hunter,BOS,22,26,9.7,3,0.2,0.5,2,2.6,0.2,0.5,0.4,0.3,1.9,0.4,80,0.4,7.4,10.8,1.2,0.2,0.1,0.9,0.3,1.6,0.4,0,0.1,0.1
Rajon Rondo,SAC,30,53,35.1,10.9,2.2,0.8,2.2,12,0.2,2,11.9,3.9,11.5,1.3,56.5,4.9,75,96,21.9,1.5,1.4,27.7,4.4,2.1,1.9,0.5,0.6,0.3
Ramon Sessions,WAS,29,55,20.5,7,3.9,0.4,1.4,9.9,0.1,0.7,2.7,1.3,3.8,1,64.3,3.6,30.9,42.8,5.6,0.3,0.3,6.3,3.8,1.3,1.1,0.3,0.3,0.3
Randy Foye,OKC,32,55,19.7,6.1,0.9,0.9,3.1,5.9,0.3,0.5,2.1,1.1,3.6,1.2,51.5,1.5,24.5,33.2,4.5,0.7,0.3,4.9,1.5,1.9,1.8,0,0.1,0.1
Rashad Vaughn,MIL,19,49,12.1,3.1,0.2,0.5,1.7,2.6,0.2,0.3,0.5,0.4,2.2,0.6,64.5,0.6,6.7,10.5,0.7,0.2,0,1,0.2,1.6,0.4,0,0,0.1
Rasual Butler,SAS,36,39,9.9,2.5,0.4,0.4,1.2,3.1,0.5,0.3,0.6,0.2,2.6,1.1,41.5,0.6,10.6,13.7,1,0.3,0.1,1.4,0.4,1.5,0.3,0.1,0.1,0.1
Raul Neto,UTA,23,55,20.2,5.6,0.7,0.8,2.1,6.1,0,0.8,2.5,1.4,2.5,1.2,53.7,1.7,36.2,45.3,4.5,0.5,0.3,5.7,1.7,2,1.4,0.1,0.2,0.2
Ray McCallum,SAS,24,28,9,2.3,0.4,0.2,0.5,2.4,0.1,0.2,1.1,0.4,1.6,0.5,61.5,0.9,16.7,20,2.1,0.5,0,2.5,0.4,0.6,0.5,0.4,0.3,0.2
